method,scenario_id,scenario,rep,n,eta,alpha_share,ATE_est,NDE_d1_est,NDE_d0_est,NIE_d1_est,NIE_d0_est,ATE_true,NDE_d1_true,NDE_d0_true,NIE_d1_true,NIE_d0_true,ATE_bias,NDE_d1_bias,NDE_d0_bias,NIE_d1_bias,NIE_d0_bias,converged,first_10_loss,last_10_loss,last_10_loss_sd,relative_drop,relative_sd
lsem_proxyX,1,n500_eta1_share10_pc10,77,500,1,0.100000,0.089595,-0.074457,-0.074457,0.164051,0.164051,0.000000,0.000000,0.000000,0.000000,0.000000,0.089595,-0.074457,-0.074457,0.164051,0.164051,,,,,,
lsem_proxyX,1,n500_eta1_share10_pc10,78,500,1,0.100000,0.257946,0.027390,0.027390,0.230556,0.230556,0.000000,0.000000,0.000000,0.000000,0.000000,0.257946,0.027390,0.027390,0.230556,0.230556,,,,,,
lsem_proxyX,1,n500_eta1_share10_pc10,79,500,1,0.100000,0.126487,-0.082116,-0.082116,0.208603,0.208603,0.000000,0.000000,0.000000,0.000000,0.000000,0.126487,-0.082116,-0.082116,0.208603,0.208603,,,,,,
lsem_proxyX,1,n500_eta1_share10_pc10,80,500,1,0.100000,-0.084268,-0.175515,-0.175515,0.091247,0.091247,0.000000,0.000000,0.000000,0.000000,0.000000,-0.084268,-0.175515,-0.175515,0.091247,0.091247,,,,,,
lsem_proxyX,1,n500_eta1_share10_pc10,81,500,1,0.100000,0.282267,0.034985,0.034985,0.247283,0.247283,0.000000,0.000000,0.000000,0.000000,0.000000,0.282267,0.034985,0.034985,0.247283,0.247283,,,,,,
lsem_proxyX,1,n500_eta1_share10_pc10,82,500,1,0.100000,0.103818,-0.003084,-0.003084,0.106902,0.106902,0.000000,0.000000,0.000000,0.000000,0.000000,0.103818,-0.003084,-0.003084,0.106902,0.106902,,,,,,
lsem_proxyX,1,n500_eta1_share10_pc10,83,500,1,0.100000,0.175023,-0.103035,-0.103035,0.278058,0.278058,0.000000,0.000000,0.000000,0.000000,0.000000,0.175023,-0.103035,-0.103035,0.278058,0.278058,,,,,,
lsem_proxyX,1,n500_eta1_share10_pc10,84,500,1,0.100000,0.116249,-0.140047,-0.140047,0.256296,0.256296,0.000000,0.000000,0.000000,0.000000,0.000000,0.116249,-0.140047,-0.140047,0.256296,0.256296,,,,,,
lsem_proxyX,1,n500_eta1_share10_pc10,85,500,1,0.100000,0.144670,-0.146143,-0.146143,0.290813,0.290813,0.000000,0.000000,0.000000,0.000000,0.000000,0.144670,-0.146143,-0.146143,0.290813,0.290813,,,,,,
lsem_proxyX,1,n500_eta1_share10_pc10,86,500,1,0.100000,-0.092225,-0.264890,-0.264890,0.172665,0.172665,0.000000,0.000000,0.000000,0.000000,0.000000,-0.092225,-0.264890,-0.264890,0.172665,0.172665,,,,,,
lsem_proxyX,1,n500_eta1_share10_pc10,87,500,1,0.100000,0.219942,-0.066328,-0.066328,0.286270,0.286270,0.000000,0.000000,0.000000,0.000000,0.000000,0.219942,-0.066328,-0.066328,0.286270,0.286270,,,,,,
lsem_proxyX,1,n500_eta1_share10_pc10,88,500,1,0.100000,0.042647,-0.000784,-0.000784,0.043431,0.043431,0.000000,0.000000,0.000000,0.000000,0.000000,0.042647,-0.000784,-0.000784,0.043431,0.043431,,,,,,
lsem_proxyX,1,n500_eta1_share10_pc10,89,500,1,0.100000,0.204510,-0.027612,-0.027612,0.232122,0.232122,0.000000,0.000000,0.000000,0.000000,0.000000,0.204510,-0.027612,-0.027612,0.232122,0.232122,,,,,,
lsem_proxyX,1,n500_eta1_share10_pc10,90,500,1,0.100000,0.046667,-0.026040,-0.026040,0.072707,0.072707,0.000000,0.000000,0.000000,0.000000,0.000000,0.046667,-0.026040,-0.026040,0.072707,0.072707,,,,,,
lsem_proxyX,1,n500_eta1_share10_pc10,91,500,1,0.100000,0.191093,-0.030758,-0.030758,0.221851,0.221851,0.000000,0.000000,0.000000,0.000000,0.000000,0.191093,-0.030758,-0.030758,0.221851,0.221851,,,,,,
lsem_proxyX,1,n500_eta1_share10_pc10,92,500,1,0.100000,0.303539,0.134456,0.134456,0.169083,0.169083,0.000000,0.000000,0.000000,0.000000,0.000000,0.303539,0.134456,0.134456,0.169083,0.169083,,,,,,
lsem_proxyX,1,n500_eta1_share10_pc10,93,500,1,0.100000,0.126263,-0.012028,-0.012028,0.138291,0.138291,0.000000,0.000000,0.000000,0.000000,0.000000,0.126263,-0.012028,-0.012028,0.138291,0.138291,,,,,,
lsem_proxyX,1,n500_eta1_share10_pc10,94,500,1,0.100000,0.155749,0.085816,0.085816,0.069932,0.069932,0.000000,0.000000,0.000000,0.000000,0.000000,0.155749,0.085816,0.085816,0.069932,0.069932,,,,,,
lsem_proxyX,1,n500_eta1_share10_pc10,95,500,1,0.100000,0.215209,-0.017090,-0.017090,0.232299,0.232299,0.000000,0.000000,0.000000,0.000000,0.000000,0.215209,-0.017090,-0.017090,0.232299,0.232299,,,,,,
lsem_proxyX,1,n500_eta1_share10_pc10,96,500,1,0.100000,0.225110,0.129739,0.129739,0.095371,0.095371,0.000000,0.000000,0.000000,0.000000,0.000000,0.225110,0.129739,0.129739,0.095371,0.095371,,,,,,
lsem_proxyX,1,n500_eta1_share10_pc10,97,500,1,0.100000,0.288196,-0.010572,-0.010572,0.298768,0.298768,0.000000,0.000000,0.000000,0.000000,0.000000,0.288196,-0.010572,-0.010572,0.298768,0.298768,,,,,,
lsem_proxyX,1,n500_eta1_share10_pc10,98,500,1,0.100000,0.222346,-0.035427,-0.035427,0.257774,0.257774,0.000000,0.000000,0.000000,0.000000,0.000000,0.222346,-0.035427,-0.035427,0.257774,0.257774,,,,,,
lsem_proxyX,1,n500_eta1_share10_pc10,99,500,1,0.100000,0.331143,0.084998,0.084998,0.246144,0.246144,0.000000,0.000000,0.000000,0.000000,0.000000,0.331143,0.084998,0.084998,0.246144,0.246144,,,,,,
lsem_proxyX,1,n500_eta1_share10_pc10,100,500,1,0.100000,0.382987,0.095306,0.095306,0.287681,0.287681,0.000000,0.000000,0.000000,0.000000,0.000000,0.382987,0.095306,0.095306,0.287681,0.287681,,,,,,
lsem_proxyX,2,n1000_eta1_share10_pc10,1,1000,1,0.100000,0.013352,-0.138153,-0.138153,0.151504,0.151504,0.000000,0.000000,0.000000,0.000000,0.000000,0.013352,-0.138153,-0.138153,0.151504,0.151504,,,,,,
lsem_proxyX,2,n1000_eta1_share10_pc10,2,1000,1,0.100000,0.088692,-0.104547,-0.104547,0.193239,0.193239,0.000000,0.000000,0.000000,0.000000,0.000000,0.088692,-0.104547,-0.104547,0.193239,0.193239,,,,,,
