epoch,loss
259,21.8772
260,22.4146
261,21.9711
262,21.8084
263,22.3986
264,21.8649
265,21.8649
266,21.6956
267,21.6909
268,21.7008
269,21.7180
270,21.7160
271,21.7656
272,21.6584
273,21.7911
274,21.7370
275,21.6218
276,21.8515
277,21.6776
278,21.5976
279,21.7435
280,21.7139
281,21.6496
282,21.6308
283,21.7223
284,21.6836
285,21.5382
286,21.7369
287,21.6067
288,21.5681
289,22.4473
290,21.5778
291,21.8064
292,21.7106
293,21.4674
294,22.2625
295,21.5153
296,21.6045
297,21.5608
298,21.5279
299,21.5418
300,21.4679
301,21.6874
302,21.7512
303,21.5364
304,21.6268
305,21.4688
306,21.6417
307,22.0323
308,21.4944
309,21.6327
310,21.5269
311,21.4240
312,21.8772
313,21.5016
314,21.7674
315,21.4803
316,21.4452
317,21.4877
318,21.4056
319,21.4902
320,21.3923
321,21.4086
322,21.6259
323,21.4387
324,22.0505
325,21.4530
326,21.2879
327,21.7758
328,21.5238
329,21.4687
330,21.5803
331,21.3603
332,21.3338
333,21.5773
334,21.3205
335,21.1998
336,21.2690
337,21.4188
338,21.2166
339,21.3138
340,21.2724
341,21.2653
342,21.3640
343,21.2767
344,21.4725
345,21.4757
346,21.3016
347,21.2845
348,21.9963
349,21.3912
350,21.2549
351,21.3749
352,21.4338
353,21.2583
354,21.2082
355,21.2417
356,21.2470
357,21.2502
358,21.2575
359,21.3761
360,23.5044
361,21.5813
362,21.3680
363,21.1790
364,21.2817
365,21.1735
366,21.2741
367,21.4622
368,21.4176
369,21.3595
370,21.2263
371,21.2824
372,21.3287
373,21.1826
374,21.7172
375,21.2793
376,21.1957
377,21.2183
378,21.4476
379,21.1902
380,21.1862
381,21.2369
382,21.3515
383,21.1273
384,21.2162
385,21.2216
386,21.4109
387,21.2924
388,21.5207
389,21.3775
390,21.2256
391,21.3305
392,21.3331
393,21.4640
394,21.1692
395,21.4625
396,21.3118
397,21.2760
398,21.1111
399,21.2658
400,21.0780
401,21.0267
402,21.1242
403,21.5819
404,21.0613
405,21.0380
406,21.0667
407,21.0919
408,21.0267
409,21.0298
410,21.2052
411,21.3543
412,21.1417
413,21.0452
414,21.1181
415,21.1352
416,21.0374
417,21.9093
418,21.2200
419,21.0602
420,21.0920
421,21.0590
422,21.0519
423,21.3161
424,21.0835
425,21.1260
426,21.1559
427,21.0367
428,21.0690
429,21.0359
430,21.5935
431,21.0964
432,23.5659
433,21.0555
434,20.9665
435,21.0607
436,20.8843
437,21.0543
438,21.1599
439,20.9750
440,21.2394
441,20.8872
442,21.0688
443,21.1939
444,21.0076
445,20.9722
446,20.9942
447,21.1156
448,20.9075
449,20.9332
450,21.0853
451,21.0130
452,20.9710
453,21.0179
454,20.9686
455,21.0370
456,20.9253
457,20.8884
458,21.1393
459,20.9233
460,20.9194
461,20.8806
462,20.9829
463,21.4846
464,20.9842
465,20.9476
466,20.9510
467,20.9467
468,21.0938
469,20.8330
470,20.8151
471,20.9645
472,21.3018
473,21.0636
474,20.8370
475,21.1625
476,20.9785
477,20.8234
478,20.9402
479,20.9451
480,20.8959
481,20.8008
482,20.9614
483,20.8904
484,20.8650
485,20.9642
486,20.8867
487,21.0240
488,20.9083
489,20.8874
490,20.8509
491,34.2646
492,21.0725
493,20.8825
494,22.7379
495,21.2837
496,20.8510
497,20.8900
498,20.8347
499,21.2035
500,20.8431
501,21.1061
502,20.9161
503,20.9336
504,20.9831
505,20.7787
506,20.8754
507,20.7605
508,20.8338
509,21.0710
510,20.8473
511,20.8022
512,20.7875
513,20.8542
514,20.8926
515,20.8217
516,20.9451
517,22.1575
518,20.8377
519,20.7873
520,20.8457
521,20.8639
522,21.1529
523,21.6205
524,20.9043
525,20.8077
526,20.8136
527,20.8221
528,20.9848
529,20.7132
530,20.8934
531,20.7509
532,20.7504
533,20.8061
534,20.7495
535,20.8414
536,21.1453
537,20.8639
538,20.7842
539,20.7532
540,20.8049
541,20.7588
542,20.7892
543,20.7601
544,21.1319
545,20.7289
546,20.8710
547,20.7424
548,20.7335
549,20.8462
550,20.8835
551,20.9482
552,20.8214
553,21.4480
554,20.8340
555,21.3170
556,20.8247
557,20.7608
558,20.8510
559,20.7349
560,20.6996
561,21.0436
562,20.9091
563,20.6827
564,20.7487
565,21.5844
566,21.3260
567,20.9253
568,20.8336
569,20.7633
570,21.3635
571,20.8148
572,20.8321
573,20.7776
574,20.9509
575,20.7720
576,21.1523
577,20.7176
578,20.9008
579,20.9468
580,20.7359
581,20.6967
582,20.6850
583,20.8498
584,20.7698
585,20.7686
586,20.8108
587,20.7412
588,20.7341
589,20.7637
590,20.9124
591,20.6796
592,21.0251
593,20.7867
594,20.9407
595,23.2946
596,20.6790
597,20.6991
598,21.1050
599,20.8420
600,20.9516
601,20.6388
602,20.7983
603,21.0771
604,20.7625
605,20.7338
606,20.6569
607,20.7813
608,20.8297
609,20.8149
610,20.6828
611,20.8101
612,20.6627
613,20.7614
614,20.6792
615,20.7644
616,20.6878
617,20.7445
618,20.8407
619,20.6840
620,20.7285
621,20.9878
622,20.6907
623,20.6825
624,20.9244
625,20.7116
626,20.8600
627,20.6286
628,20.7528
629,20.6387
630,20.7079
631,20.7617
632,20.7702
633,20.7376
634,20.7030
635,21.7771
636,20.6318
637,20.6632
638,20.9437
639,20.8039
640,22.1377
641,20.7771
642,20.6683
643,20.6143
644,20.7684
645,20.7773
646,20.6978
647,20.6504
648,20.6881
649,20.6765
650,20.6108
651,20.6903
652,20.6139
653,21.1149
654,20.7025
655,20.7737
656,20.8226
657,20.7032
658,20.6902
659,20.6941
660,20.7507
661,20.8210
662,20.6423
663,20.9616
664,20.6628
665,20.7217
666,20.6555
667,20.6458
668,20.9322
669,20.7503
670,20.7988
671,20.7472
672,20.6593
673,20.6258
674,20.6777
675,21.0086
676,20.6364
677,21.3560
678,20.9210
679,20.8021
680,20.6781
681,20.7422
682,20.6537
683,20.6462
684,20.8489
685,21.2606
686,20.7521
687,20.5886
688,20.5908
689,20.6784
690,21.6112
691,20.6911
692,20.8281
693,20.6835
694,20.6328
695,20.7399
696,20.6717
697,20.7749
698,20.7162
699,20.5994
