epoch,loss
280,10.1787
281,10.2225
282,10.2455
283,10.7691
284,10.5041
285,10.6674
286,11.2097
287,10.3594
288,10.2674
289,10.2404
290,10.1529
291,10.2926
292,10.3829
293,10.3447
294,10.2499
295,10.4895
296,10.3827
297,10.3144
298,10.3902
299,11.1507
300,10.1908
301,10.5617
302,10.4368
303,18.7755
304,10.2537
305,10.4059
306,10.2099
307,10.1700
308,10.1714
309,10.1576
310,10.7678
311,10.1123
312,10.3694
313,10.1931
314,10.2819
315,10.1173
316,10.0341
317,10.3767
318,10.0782
319,10.1197
320,10.2237
321,10.3542
322,10.0716
323,10.2775
324,10.1232
325,10.1598
326,10.0581
327,10.0895
328,10.1426
329,10.2799
330,10.0927
331,10.1096
332,10.1130
333,10.2794
334,10.1741
335,10.1940
336,10.6556
337,10.1661
338,10.2683
339,10.2743
340,10.1331
341,10.2120
342,10.2062
343,10.1639
344,10.1153
345,13.1253
346,10.1780
347,10.0899
348,10.3777
349,10.2766
350,10.1561
351,10.3122
352,10.0700
353,10.2555
354,10.1182
355,10.1562
356,10.2266
357,10.6243
358,10.2631
359,10.1978
360,10.0873
361,10.1663
362,10.1436
363,10.0960
364,10.2415
365,10.0641
366,10.2047
367,10.0835
368,10.0607
369,10.1614
370,10.1159
371,10.1034
372,10.5130
373,10.1522
374,10.1093
375,10.2016
376,10.0704
377,10.0956
378,10.0979
379,10.0526
380,10.2444
381,10.1054
382,10.0864
383,10.0959
384,10.1612
385,10.0497
386,10.0817
387,10.3549
388,11.1944
389,10.0524
390,10.1571
391,10.0175
392,10.0597
393,10.0660
394,10.2126
395,10.0111
396,10.0516
397,10.1038
398,10.0988
399,10.0291
400,10.0534
401,10.1387
402,10.0872
403,10.0461
404,10.2487
405,10.0492
406,10.3714
407,10.0116
408,11.0091
409,10.0362
410,10.0295
411,10.3405
412,10.1379
413,10.0359
414,10.1658
415,10.0288
416,10.0188
417,9.9766
418,10.2357
419,9.9732
420,10.1420
421,10.2670
422,10.0069
423,9.9823
424,10.3347
425,10.0796
426,12.6122
427,9.9386
428,10.2484
429,10.0028
430,10.3911
431,10.0158
432,9.9630
433,10.0744
434,9.9460
435,9.9627
436,10.0305
437,10.0259
438,9.9887
439,10.0148
440,10.0652
441,10.1008
442,10.0015
443,11.5855
444,10.0090
445,9.9610
446,9.9610
447,10.0088
448,9.9159
449,10.1907
450,9.9387
451,10.0073
452,9.8448
453,10.7536
454,9.9496
455,10.0320
456,10.2966
457,9.9767
458,9.8576
459,10.0500
460,9.9447
461,10.0671
462,9.9345
463,10.0047
464,10.1055
465,10.0280
466,10.0511
467,10.0872
468,9.9002
469,9.9738
470,9.9074
471,9.9658
472,9.9052
473,9.9002
474,9.9054
475,9.9929
476,9.9599
477,9.9456
478,10.1993
479,9.9005
480,10.3890
481,10.1754
482,9.9478
483,9.9591
484,10.5140
485,9.8893
486,10.8961
487,10.0263
488,9.9446
489,10.1422
490,9.9723
491,10.2186
492,9.8887
493,9.9291
494,9.9245
495,10.4743
496,9.9686
497,10.0133
498,9.8976
499,9.9655
500,10.0668
501,9.9812
502,9.9740
503,9.9550
504,9.9744
505,10.1942
506,9.9378
507,12.4287
508,9.9337
509,9.8885
510,9.8811
511,9.8171
512,9.8794
513,9.9023
514,9.9447
515,9.9533
516,9.9591
517,9.9163
518,9.9178
519,9.8289
520,9.9447
521,9.8684
522,9.8764
523,9.8848
524,10.0255
525,9.9616
526,10.0220
527,11.0240
528,9.9035
529,12.9135
530,9.8818
531,9.9103
532,9.9242
533,10.1363
534,10.0045
535,9.9561
536,9.8737
537,9.8966
538,10.2447
539,10.0466
540,9.9424
541,9.8774
542,9.9167
543,9.8518
544,9.8670
545,9.8994
546,10.7561
547,10.0295
548,10.0525
549,9.9828
550,9.9145
551,10.0061
552,9.9939
553,9.8794
554,10.1616
555,9.9275
556,9.8810
557,9.9229
558,9.8035
559,10.1091
560,10.1624
561,10.2356
562,9.9644
563,9.9575
564,10.1563
565,9.9203
566,9.9047
567,10.1353
568,9.9466
569,10.1855
570,9.9232
571,9.9578
572,9.8884
573,9.9786
574,9.9522
575,9.9437
576,9.8838
577,10.0885
578,9.9392
579,10.0011
580,10.1423
581,9.9968
582,10.3715
583,10.3044
584,10.0652
585,9.8363
586,9.8786
587,10.0780
588,9.8796
589,12.3871
590,9.9252
591,10.2721
592,9.8547
593,9.8103
594,9.9889
595,9.8628
596,9.9743
597,9.8511
598,9.9554
599,9.8464
600,9.9541
601,9.8833
602,9.8721
603,9.8766
604,9.8618
605,9.8306
606,11.6938
607,10.0623
608,9.8752
609,9.9377
610,9.9154
611,11.3553
612,9.7934
613,9.9669
614,10.0778
615,9.9913
616,10.2135
617,10.5714
618,9.8610
619,9.8459
620,9.9308
621,9.8936
622,9.8697
623,9.9037
624,9.7724
625,9.9178
626,9.9159
627,9.8901
628,9.8833
629,10.3816
630,9.8115
631,9.8546
632,9.7677
633,9.8250
634,9.7979
635,9.9502
636,9.9023
637,9.9864
638,9.8892
639,10.4823
640,9.8850
641,9.9045
642,9.9411
643,9.8266
644,9.9347
645,9.8835
646,9.8354
647,9.8172
648,9.8234
649,10.3648
650,9.8308
651,10.4983
652,9.9281
653,10.0480
654,9.9645
655,9.9251
656,9.8782
657,9.8747
658,10.5793
659,9.8203
660,9.8730
661,9.8804
662,9.9797
663,9.8838
664,9.8095
665,9.9165
666,11.4108
667,10.0578
668,9.8624
669,10.6260
670,9.8245
671,9.9159
672,9.9240
673,9.9039
674,9.8966
675,9.8314
676,10.2868
677,9.9854
678,10.0213
679,9.9092
680,9.8865
681,10.5075
682,10.1693
683,10.0364
684,9.9359
685,11.0214
686,9.8381
687,9.9075
688,10.0454
689,9.8166
690,10.0934
691,9.8020
692,9.9836
693,9.8804
694,9.8746
695,9.8110
696,9.8421
697,9.9066
698,9.9600
699,9.8769
