epoch,loss
0,98.2626
1,89.3526
2,82.0715
3,76.0363
4,70.1552
5,64.9180
6,60.6866
7,56.1674
8,52.2149
9,49.0224
10,45.6573
11,43.0970
12,40.8961
13,38.7305
14,36.8863
15,35.2726
16,34.1198
17,33.0641
18,32.0983
19,31.5060
20,30.8995
21,30.5564
22,30.1027
23,29.8241
24,29.5550
25,29.3763
26,29.1767
27,28.9550
28,28.8710
29,28.7067
30,28.5840
31,28.4991
32,28.3745
33,28.3132
34,28.1904
35,28.1541
36,28.1183
37,27.9953
38,28.0148
39,27.9063
40,27.9566
41,27.7701
42,27.7794
43,27.7318
44,27.7089
45,27.6265
46,27.5692
47,27.5408
48,27.5265
49,27.4704
50,27.4951
51,27.4196
52,27.3878
53,27.3960
54,27.3549
55,27.3331
56,27.2567
57,27.2194
58,27.1925
59,27.1565
60,27.1986
61,27.1088
62,27.0958
63,27.1239
64,27.0661
65,27.0527
66,27.0389
67,26.9861
68,27.0196
69,26.9505
70,26.9726
71,27.0355
72,26.8824
73,26.8589
74,26.9005
75,26.7662
76,26.8824
77,26.8354
78,26.7613
79,26.6873
80,26.7624
81,26.6985
82,26.6431
83,26.5640
84,26.6606
85,26.6069
86,26.6541
87,26.5201
88,26.5540
89,26.3868
90,26.4262
91,26.4670
92,26.3313
93,26.3676
94,26.2775
95,26.3202
96,26.1313
97,26.1676
98,26.1093
99,26.0792
100,25.9923
101,25.9100
102,25.7422
103,25.7135
104,25.6264
105,25.4920
106,25.3959
107,25.4371
108,25.3433
109,25.2032
110,25.1041
111,25.2215
112,25.2803
113,25.5176
114,25.0999
115,24.9821
116,25.0982
117,25.1138
118,24.9411
119,24.9805
120,24.8557
121,24.7861
122,24.7884
123,24.8319
124,24.6979
125,24.6865
126,24.6236
127,24.5908
128,25.1434
129,24.7792
130,24.8623
131,24.5369
132,24.4458
133,24.4093
134,24.3694
135,24.3968
136,24.3398
137,24.9859
138,24.2183
139,24.1697
140,24.2461
141,24.1809
142,24.1828
143,24.3141
144,24.2213
145,24.1068
146,24.0485
147,23.9637
148,24.2502
149,24.0209
150,24.0369
151,23.9471
152,23.9188
153,23.9744
154,23.9952
155,23.9354
156,24.2876
157,24.0972
158,24.0642
159,23.8348
160,23.8813
161,23.9374
162,23.8034
163,23.9221
164,23.7306
165,23.7723
166,23.7446
167,24.0192
168,23.7674
169,23.6506
170,23.8107
171,23.6241
172,23.7069
173,23.4577
174,23.6818
175,23.6016
176,23.5475
177,23.5118
178,23.6948
179,23.4938
180,23.4774
181,23.5340
182,23.4438
183,23.3499
184,23.4206
185,23.5098
186,23.4696
187,23.2867
188,23.3877
189,23.4318
190,23.5922
191,23.6611
192,23.2828
193,23.2895
194,23.3621
195,23.1891
196,23.2849
197,23.6130
198,23.1548
199,23.3426
200,23.3015
201,23.2701
202,23.0893
203,23.1102
204,23.1600
205,23.1977
206,23.3351
207,23.1498
208,23.3818
209,23.3029
210,23.0632
211,23.1050
212,23.1050
213,23.0178
214,23.0197
215,23.2250
216,23.2259
217,24.3293
218,23.0211
219,23.0592
220,23.2124
221,23.0437
222,23.0027
223,23.1460
224,22.9899
225,22.9928
226,23.3408
227,22.9907
228,23.1210
229,22.8864
230,22.8405
231,22.8784
232,23.0399
233,22.9332
234,23.0044
235,22.8894
236,22.7486
237,22.8860
238,22.8283
239,22.8452
240,22.8293
241,22.7328
242,25.2437
243,22.8847
244,22.8769
245,22.7937
246,22.7463
247,22.7153
248,22.9112
249,22.8016
250,22.7012
251,22.8535
252,22.6855
253,22.7982
254,22.6613
255,22.7953
256,22.7088
257,22.7369
258,22.7439
259,22.8314
260,22.7776
261,23.0922
262,22.7378
263,22.6509
264,22.7258
265,22.7073
266,22.8537
267,22.8138
268,22.5982
269,22.5741
270,22.5483
271,22.6536
272,22.6329
273,22.6083
274,22.7293
275,22.8712
276,22.6620
277,22.5275
278,22.5419
279,22.5564
280,22.5539
281,22.8689
282,22.5493
283,22.5483
284,22.5146
285,22.5916
286,22.5952
287,22.6060
288,22.5389
289,22.4517
290,22.6271
291,22.5021
292,22.5408
293,22.5898
294,22.5291
295,22.4092
296,22.4333
297,22.4460
298,22.5114
299,22.4869
300,22.7421
301,22.7614
302,22.5254
303,22.5340
304,22.6783
305,22.3652
306,22.5486
307,22.3682
308,22.5123
309,22.4452
310,22.3094
311,22.3337
312,22.4103
313,22.5412
314,22.4537
315,22.7186
316,22.4944
317,22.4311
318,22.5540
319,22.4834
320,22.4598
321,22.4330
322,22.3931
323,22.3495
324,22.5489
325,22.4957
326,22.4296
327,22.3723
328,22.4690
329,22.3301
330,22.5654
331,22.3410
332,22.3742
333,22.3306
334,22.2867
335,22.3518
336,22.3670
337,22.3242
338,22.3268
339,22.4179
340,22.9172
341,22.3707
342,22.3992
343,22.2515
344,22.1664
345,22.2460
346,22.3237
347,22.2844
348,22.3766
349,22.4787
350,22.3197
351,22.2333
352,22.4312
353,22.2682
354,22.3122
355,22.3812
356,22.2597
357,22.2326
358,22.2776
359,22.3102
360,22.3304
361,22.2174
362,22.2122
363,22.2638
364,22.1675
365,22.2057
366,22.5139
367,22.3073
368,22.2856
369,22.2237
370,22.3650
371,22.4280
372,22.3576
373,22.3237
374,22.1904
375,22.3702
376,22.2066
377,22.1848
378,22.1621
379,22.1613
380,22.0368
381,22.2526
382,22.2661
383,22.2259
384,22.2738
385,22.3046
386,22.1308
387,22.2284
388,22.1003
389,22.1234
390,22.2815
391,22.2516
392,22.1605
393,22.0921
394,22.2634
395,22.3795
396,22.1223
397,22.3362
398,22.3009
399,22.1405
400,22.1490
401,22.3357
402,22.1451
403,23.7259
404,22.5280
405,22.1311
406,22.0960
407,22.3857
408,22.1542
409,22.1063
410,22.1068
411,22.1042
412,22.1637
413,22.0261
414,22.1326
415,22.0893
416,22.1776
417,22.0871
418,22.2229
419,22.0778
420,22.1800
421,22.1016
422,22.1521
423,22.0473
424,22.1012
425,22.0945
426,22.1077
427,22.0178
428,22.0658
429,22.0884
430,22.2164
431,22.3036
