method,scenario_id,scenario,rep,n,eta,alpha_share,ATE_est,NDE_d1_est,NDE_d0_est,NIE_d1_est,NIE_d0_est,ATE_true,NDE_d1_true,NDE_d0_true,NIE_d1_true,NIE_d0_true,ATE_bias,NDE_d1_bias,NDE_d0_bias,NIE_d1_bias,NIE_d0_bias,converged,first_10_loss,last_10_loss,last_10_loss_sd,relative_drop,relative_sd
lsem_proxyX,1,n500_eta1_share10,95,500,1,0.100000,-0.090673,-0.090989,-0.090989,0.000316,0.000316,0.000000,0.000000,0.000000,0.000000,0.000000,-0.090673,-0.090989,-0.090989,0.000316,0.000316,,,,,,
lsem_proxyX,1,n500_eta1_share10,96,500,1,0.100000,0.035488,0.040826,0.040826,-0.005338,-0.005338,0.000000,0.000000,0.000000,0.000000,0.000000,0.035488,0.040826,0.040826,-0.005338,-0.005338,,,,,,
lsem_proxyX,1,n500_eta1_share10,97,500,1,0.100000,-0.019330,-0.017965,-0.017965,-0.001365,-0.001365,0.000000,0.000000,0.000000,0.000000,0.000000,-0.019330,-0.017965,-0.017965,-0.001365,-0.001365,,,,,,
lsem_proxyX,1,n500_eta1_share10,98,500,1,0.100000,0.023460,0.027353,0.027353,-0.003893,-0.003893,0.000000,0.000000,0.000000,0.000000,0.000000,0.023460,0.027353,0.027353,-0.003893,-0.003893,,,,,,
lsem_proxyX,1,n500_eta1_share10,99,500,1,0.100000,-0.083879,-0.083332,-0.083332,-0.000547,-0.000547,0.000000,0.000000,0.000000,0.000000,0.000000,-0.083879,-0.083332,-0.083332,-0.000547,-0.000547,,,,,,
lsem_proxyX,1,n500_eta1_share10,100,500,1,0.100000,-0.000156,0.003504,0.003504,-0.003659,-0.003659,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000156,0.003504,0.003504,-0.003659,-0.003659,,,,,,
lsem_proxyX,2,n1000_eta1_share10,1,1000,1,0.100000,0.007597,0.007378,0.007378,0.000219,0.000219,0.000000,0.000000,0.000000,0.000000,0.000000,0.007597,0.007378,0.007378,0.000219,0.000219,,,,,,
lsem_proxyX,2,n1000_eta1_share10,2,1000,1,0.100000,-0.054856,-0.057123,-0.057123,0.002267,0.002267,0.000000,0.000000,0.000000,0.000000,0.000000,-0.054856,-0.057123,-0.057123,0.002267,0.002267,,,,,,
lsem_proxyX,2,n1000_eta1_share10,3,1000,1,0.100000,-0.012664,-0.013303,-0.013303,0.000639,0.000639,0.000000,0.000000,0.000000,0.000000,0.000000,-0.012664,-0.013303,-0.013303,0.000639,0.000639,,,,,,
lsem_proxyX,2,n1000_eta1_share10,4,1000,1,0.100000,-0.022169,-0.022864,-0.022864,0.000696,0.000696,0.000000,0.000000,0.000000,0.000000,0.000000,-0.022169,-0.022864,-0.022864,0.000696,0.000696,,,,,,
lsem_proxyX,2,n1000_eta1_share10,5,1000,1,0.100000,-0.057510,-0.057400,-0.057400,-0.000110,-0.000110,0.000000,0.000000,0.000000,0.000000,0.000000,-0.057510,-0.057400,-0.057400,-0.000110,-0.000110,,,,,,
lsem_proxyX,2,n1000_eta1_share10,6,1000,1,0.100000,-0.082513,-0.082597,-0.082597,0.000084,0.000084,0.000000,0.000000,0.000000,0.000000,0.000000,-0.082513,-0.082597,-0.082597,0.000084,0.000084,,,,,,
lsem_proxyX,2,n1000_eta1_share10,7,1000,1,0.100000,0.016987,0.016616,0.016616,0.000371,0.000371,0.000000,0.000000,0.000000,0.000000,0.000000,0.016987,0.016616,0.016616,0.000371,0.000371,,,,,,
lsem_proxyX,2,n1000_eta1_share10,8,1000,1,0.100000,-0.010341,-0.010460,-0.010460,0.000119,0.000119,0.000000,0.000000,0.000000,0.000000,0.000000,-0.010341,-0.010460,-0.010460,0.000119,0.000119,,,,,,
lsem_proxyX,2,n1000_eta1_share10,9,1000,1,0.100000,0.021697,0.021978,0.021978,-0.000281,-0.000281,0.000000,0.000000,0.000000,0.000000,0.000000,0.021697,0.021978,0.021978,-0.000281,-0.000281,,,,,,
lsem_proxyX,2,n1000_eta1_share10,10,1000,1,0.100000,-0.016621,-0.016622,-0.016622,0.000001,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,-0.016621,-0.016622,-0.016622,0.000001,0.000001,,,,,,
